,Please enter a question,Potential generic question,Generic answer number,InScope
,Can I get the address of Professor Marcello Balduccinni's office?,Can I get the addresa of Professor (Faculty)'s office?,1,yes
,Can I get the address of Professor Marcello Balduccinni's office?,Can I get the addresd of Professor (Faculty)'s office?,1,yes
,Can I get the address of Professor Marcello Balduccinni's office?,Can I get the address if Professor (Faculty)'s office?,1,yes
,Can I get the address of Professor Marcello Balduccinni's office?,Can I get the address pf Professor (Faculty)'s office?,1,yes
,Can I get the address of Professor Marcello Balduccinni's office?,Can I get the address od Professor (Faculty)'s office?,1,yes
,Can I get the address of Professor Marcello Balduccinni's office?,Can I get the address og Professor (Faculty)'s office?,1,yes
,Can I get the address of Professor Marcello Balduccinni's office?,Can I get the address of Orofessor (Faculty)'s office?,1,yes
,Can I get the address of Professor Marcello Balduccinni's office?,Can I get the address of Peofessor (Faculty)'s office?,1,yes
,Can I get the address of Professor Marcello Balduccinni's office?,Can I get the address of Ptofessor (Faculty)'s office?,1,yes
,Can I get the address of Professor Marcello Balduccinni's office?,Can I get the address of Prifessor (Faculty)'s office?,1,yes
,Can I get the address of Professor Marcello Balduccinni's office?,Can I get the address of Prpfessor (Faculty)'s office?,1,yes
,Can I get the address of Professor Marcello Balduccinni's office?,Can I get the address of Prodessor (Faculty)'s office?,1,yes
,Can I get the address of Professor Marcello Balduccinni's office?,Can I get the address of Progessor (Faculty)'s office?,1,yes
,Can I get the address of Professor Marcello Balduccinni's office?,Can I get the address of Profwssor (Faculty)'s office?,1,yes
,Can I get the address of Professor Marcello Balduccinni's office?,Can I get the address of Profrssor (Faculty)'s office?,1,yes
,Can I get the address of Professor Marcello Balduccinni's office?,Can I get the address of Profeasor (Faculty)'s office?,1,yes
,Can I get the address of Professor Marcello Balduccinni's office?,Can I get the address of Profedsor (Faculty)'s office?,1,yes
,Can I get the address of Professor Marcello Balduccinni's office?,Can I get the address of Profesaor (Faculty)'s office?,1,yes
,Can I get the address of Professor Marcello Balduccinni's office?,Can I get the address of Profesdor (Faculty)'s office?,1,yes
,Can I get the address of Professor Marcello Balduccinni's office?,Can I get the address of Professir (Faculty)'s office?,1,yes
,Can I get the address of Professor Marcello Balduccinni's office?,Can I get the address of Professpr (Faculty)'s office?,1,yes
,Can I get the address of Professor Marcello Balduccinni's office?,Can I get the address of Professoe (Faculty)'s office?,1,yes
,Can I get the address of Professor Marcello Balduccinni's office?,Can I get the address of Professot (Faculty)'s office?,1,yes
,Can I get the address of Professor Marcello Balduccinni's office?,Can I get the address of Professor (Faculty)'a office?,1,yes
,Can I get the address of Professor Marcello Balduccinni's office?,Can I get the address of Professor (Faculty)'d office?,1,yes
,Can I get the address of Professor Marcello Balduccinni's office?,Can I get the address of Professor (Faculty)'s iffice?,1,yes
,Can I get the address of Professor Marcello Balduccinni's office?,Can I get the address of Professor (Faculty)'s pffice?,1,yes
,Can I get the address of Professor Marcello Balduccinni's office?,Can I get the address of Professor (Faculty)'s odfice?,1,yes
,Can I get the address of Professor Marcello Balduccinni's office?,Can I get the address of Professor (Faculty)'s ogfice?,1,yes
,Can I get the address of Professor Marcello Balduccinni's office?,Can I get the address of Professor (Faculty)'s ofdice?,1,yes
,Can I get the address of Professor Marcello Balduccinni's office?,Can I get the address of Professor (Faculty)'s ofgice?,1,yes
,Can I get the address of Professor Marcello Balduccinni's office?,Can I get the address of Professor (Faculty)'s offuce?,1,yes
,Can I get the address of Professor Marcello Balduccinni's office?,Can I get the address of Professor (Faculty)'s offoce?,1,yes
,Can I get the address of Professor Marcello Balduccinni's office?,Can I get the address of Professor (Faculty)'s offixe?,1,yes
,Can I get the address of Professor Marcello Balduccinni's office?,Can I get the address of Professor (Faculty)'s offive?,1,yes
,Can I get the address of Professor Marcello Balduccinni's office?,Can I get the address of Professor (Faculty)'s officw?,1,yes
,Can I get the address of Professor Marcello Balduccinni's office?,Can I get the address of Professor (Faculty)'s officr?,1,yes
,What is David Augenblick's office?,What is (Faculty)'s office?,1,yes
,What is David Augenblick's office?,Qhat is (Faculty)'s office?,1,yes
,What is David Augenblick's office?,Ehat is (Faculty)'s office?,1,yes
,What is David Augenblick's office?,Wgat is (Faculty)'s office?,1,yes
,What is David Augenblick's office?,Wjat is (Faculty)'s office?,1,yes
,What is David Augenblick's office?,Whst is (Faculty)'s office?,1,yes
,What is David Augenblick's office?,Whar is (Faculty)'s office?,1,yes
,What is David Augenblick's office?,Whay is (Faculty)'s office?,1,yes
,What is David Augenblick's office?,What us (Faculty)'s office?,1,yes
,What is David Augenblick's office?,What os (Faculty)'s office?,1,yes
,What is David Augenblick's office?,What ia (Faculty)'s office?,1,yes
,What is David Augenblick's office?,What id (Faculty)'s office?,1,yes
,What is David Augenblick's office?,What is (Faculty)'a office?,1,yes
,What is David Augenblick's office?,What is (Faculty)'d office?,1,yes
,What is David Augenblick's office?,What is (Faculty)'s iffice?,1,yes
,What is David Augenblick's office?,What is (Faculty)'s pffice?,1,yes
,What is David Augenblick's office?,What is (Faculty)'s odfice?,1,yes
,What is David Augenblick's office?,What is (Faculty)'s ogfice?,1,yes
,What is David Augenblick's office?,What is (Faculty)'s ofdice?,1,yes
,What is David Augenblick's office?,What is (Faculty)'s ofgice?,1,yes
,What is David Augenblick's office?,What is (Faculty)'s offuce?,1,yes
,What is David Augenblick's office?,What is (Faculty)'s offoce?,1,yes
,What is David Augenblick's office?,What is (Faculty)'s offixe?,1,yes
,What is David Augenblick's office?,What is (Faculty)'s offive?,1,yes
,What is David Augenblick's office?,What is (Faculty)'s officw?,1,yes
,What is David Augenblick's office?,What is (Faculty)'s officr?,1,yes
,Where is Augenblick's office?,Where can I talk to (Faculty)?,1,yes
,Where is Augenblick's office?,Qhere can I talk to (Faculty)?,1,yes
,Where is Augenblick's office?,Ehere can I talk to (Faculty)?,1,yes
,Where is Augenblick's office?,Wgere can I talk to (Faculty)?,1,yes
,Where is Augenblick's office?,Wjere can I talk to (Faculty)?,1,yes
,Where is Augenblick's office?,Whwre can I talk to (Faculty)?,1,yes
,Where is Augenblick's office?,Whrre can I talk to (Faculty)?,1,yes
,Where is Augenblick's office?,Wheee can I talk to (Faculty)?,1,yes
,Where is Augenblick's office?,Whete can I talk to (Faculty)?,1,yes
,Where is Augenblick's office?,Wherw can I talk to (Faculty)?,1,yes
,Where is Augenblick's office?,Wherr can I talk to (Faculty)?,1,yes
,Where is Augenblick's office?,Where xan I talk to (Faculty)?,1,yes
,Where is Augenblick's office?,Where van I talk to (Faculty)?,1,yes
,Where is Augenblick's office?,Where csn I talk to (Faculty)?,1,yes
,Where is Augenblick's office?,Where cab I talk to (Faculty)?,1,yes
,Where is Augenblick's office?,Where cam I talk to (Faculty)?,1,yes
,Where is Augenblick's office?,Where can U talk to (Faculty)?,1,yes
,Where is Augenblick's office?,Where can O talk to (Faculty)?,1,yes
,Where is Augenblick's office?,Where can I ralk to (Faculty)?,1,yes
,Where is Augenblick's office?,Where can I yalk to (Faculty)?,1,yes
,Where is Augenblick's office?,Where can I tslk to (Faculty)?,1,yes
,Where is Augenblick's office?,Where can I takk to (Faculty)?,1,yes
,Where is Augenblick's office?,Where can I talj to (Faculty)?,1,yes
,Where is Augenblick's office?,Where can I tall to (Faculty)?,1,yes
,Where is Augenblick's office?,Where can I talk ro (Faculty)?,1,yes
,Where is Augenblick's office?,Where can I talk yo (Faculty)?,1,yes
,Where is Augenblick's office?,Where can I talk ti (Faculty)?,1,yes
,Where is Augenblick's office?,Where can I talk tp (Faculty)?,1,yes
,Where is Professor Marcello Balduccinni's office?,Where is (Faculty)'s office?,1,yes
,Where is Professor Marcello Balduccinni's office?,Qhere is (Faculty)'s office?,1,yes
,Where is Professor Marcello Balduccinni's office?,Ehere is (Faculty)'s office?,1,yes
,Where is Professor Marcello Balduccinni's office?,Wgere is (Faculty)'s office?,1,yes
,Where is Professor Marcello Balduccinni's office?,Wjere is (Faculty)'s office?,1,yes
,Where is Professor Marcello Balduccinni's office?,Whwre is (Faculty)'s office?,1,yes
,Where is Professor Marcello Balduccinni's office?,Whrre is (Faculty)'s office?,1,yes
,Where is Professor Marcello Balduccinni's office?,Wheee is (Faculty)'s office?,1,yes
,Where is Professor Marcello Balduccinni's office?,Whete is (Faculty)'s office?,1,yes
,Where is Professor Marcello Balduccinni's office?,Wherw is (Faculty)'s office?,1,yes
,Where is Professor Marcello Balduccinni's office?,Wherr is (Faculty)'s office?,1,yes
